NTCIR_100022	number condominiums by state
NTCIR_100023	number people working in banks
NTCIR_100024	percentage male nursery staff
NTCIR_100025	outside state work arizona
NTCIR_100026	past year most movie theaters
NTCIR_100027	percentage humanities major americans
NTCIR_100028	cattle by state
NTCIR_100029	how many science students graduate school
NTCIR_100030	first grade students day care
NTCIR_100031	correspondence course high schools age group
NTCIR_100032	students growing up abroad in us
NTCIR_100033	truant students per year since 1950s
NTCIR_100034	people enrolled hmos vs. ppos
NTCIR_100035	total co2 emission us
NTCIR_100036	assets per person
NTCIR_100037	documents products services preference age bracket
NTCIR_100038	traffic accidents per year
NTCIR_100039	period more than million army members us history
NTCIR_100040	dispatched workers us
NTCIR_100041	detailed us catch statistics
NTCIR_100042	bank housing loan 20s 30s
NTCIR_100043	cancer mortality rates
NTCIR_100044	rising price ice cream sweets
NTCIR_100045	2010 traffic offense arrests
NTCIR_100046	commuting time by state
NTCIR_100047	trend number police officer 1945
NTCIR_100048	most common restaurant business us
NTCIR_100049	most us jobs state
NTCIR_100050	largest potato producer
NTCIR_100051	percentage of singles by state
NTCIR_100052	us population under 20
NTCIR_100053	foreigner population united states
NTCIR_100054	grain production volume charts us
NTCIR_100055	state commodity prices
NTCIR_100056	crime statistics by state
NTCIR_100057	pc ownership by country
NTCIR_100058	average annual state holidays
NTCIR_100059	poor eyesight united states
NTCIR_100060	consumption statistics citrus type
NTCIR_100061	mobile phone renewal rate
NTCIR_100062	state largest and lowest proportion plains
NTCIR_100063	number of police stations us
NTCIR_100064	difference crime rates highly low educated people
NTCIR_100065	percentage of americans with drivers license
NTCIR_100066	tv penetration rate reading time
NTCIR_100067	embezzlement lost properties arrest rate
NTCIR_100068	music appreciation common hobby
NTCIR_100069	american spending per year
NTCIR_100070	statistics ownership of cars
NTCIR_100071	gasoline liter price 1973 gulf war
NTCIR_100072	medical expenses 2017 2018
NTCIR_100073	food loss statistics
NTCIR_100074	number elderly people aging rate municipality us
NTCIR_100075	robbery prosecution rate 2013
NTCIR_100076	2014 retirement savings average
NTCIR_100077	churches us
NTCIR_100078	corn consumption by states
NTCIR_100079	people can't drive large trailers
NTCIR_100080	religion percentage data
NTCIR_100081	number underage people united states
NTCIR_100082	changes price movie tickets
NTCIR_100083	midwest convenience department stores floor space
NTCIR_100084	average yield amount tomatoes
NTCIR_100085	population children new york los angeles 2007
NTCIR_100086	young people lack interest farming
NTCIR_100087	new jersey new york commuters
NTCIR_100088	how many companies us
NTCIR_100089	unemployment united states
NTCIR_100090	push up sit up seated forward bend average adults elementary students
NTCIR_100091	cost of bread vs cost of rice
NTCIR_100092	1970 1990 private fixed capital stock
NTCIR_100093	percentage women die before husband us
NTCIR_100094	population of players by sport
NTCIR_100095	world urban population
NTCIR_100096	price change vegetables
NTCIR_100097	people working in united states
NTCIR_100098	municipality economic collapses
NTCIR_100099	how many hotels united states
GEN_100000	children under the age of 12
GEN_100001	natural gas demand by us state
GEN_100002	number of people working in the financial industry
GEN_100003	industrial production region us
GEN_100004	state refuges vs. emigration
GEN_100005	mining illegally use porous materials
GEN_100006	use of personal watercraft
GEN_100007	total donations by state
GEN_100008	united states oil spills
GEN_100009	us state population 1.6 million
GEN_100010	number of counties us
GEN_100011	fires us
GEN_100012	creeks and rivers basins area
GEN_100013	unknown historical resource
GEN_100014	annual crime rate
GEN_100015	2010 census population %
GEN_100016	us army reserves
GEN_100017	small game population us
GEN_100018	average cost of living by state
GEN_100019	americans in general surgery
GEN_100020	department of public works
GEN_100021	us aging rate
GEN_100022	crop production by state
GEN_100023	percentage americans in the military
GEN_100024	us climate change population
GEN_100025	smallholder farmers growing a lot
GEN_100026	status of a zoo
GEN_100027	average pressure in us
GEN_100028	car accidents per year
GEN_100029	foreclosures us
GEN_100030	us oceans region
GEN_100031	percentage of americans in the marine industry
GEN_100032	flood plains area
GEN_100033	number of us state parks
GEN_100034	use the advanced search to find content
GEN_100035	ozone concentrations by country
GEN_100036	sport fishing in the us
GEN_100037	common name fish ponds us
GEN_100038	middle school students in us
GEN_100039	river system us
GEN_100040	grain consumption by us state
GEN_100041	metals and chemicals use by us people
GEN_100042	common crocodiles
GEN_100043	water level in a state
GEN_100044	us population 13 million
GEN_100045	percentage of americans in car sales
GEN_100046	city hall permits sold by us state
GEN_100047	florists use a average florist
GEN_100048	percentage of americans with diabetes
GEN_100049	us building industry share
GEN_100050	power boat fleet us
GEN_100051	wheat production capacity
GEN_100052	state average hospital stay
GEN_100053	city streets length by state
GEN_100054	us energy consumption by country
GEN_100055	grasses cultivated in us
GEN_100056	us agriculture population
GEN_100057	us reservoirs clogged up
GEN_100058	school year 1947
GEN_100059	us mudflow statistics
GEN_100060	department of energy
GEN_100061	word processing systems us
GEN_100062	industrial machinery vs equipment
GEN_100063	construction workers in california
GEN_100064	Surgical procedures performed in utah
GEN_100065	average annual salary
GEN_100066	truckloads of fuel
GEN_100067	city employees pay taxes
GEN_100068	monthly average precipitation
GEN_100069	u.s. refugee population
GEN_100070	red-legged frogs
GEN_100071	number of people dying each year
GEN_100072	rivers and lakes in the united states
GEN_100073	percentage of us drinking water
GEN_100074	number sheep in us
GEN_100075	average age of people working in the military
GEN_100076	pool size by state
GEN_100077	2001 waterbirds number
GEN_100078	metals and minerals common
GEN_100079	us cold weather average
GEN_100080	airports by state
GEN_100081	average pressure in the us
GEN_100082	statistics state
GEN_100083	monthly duck population
GEN_100084	percentage fish caught in us
GEN_100085	2009 financial year self-regulation
GEN_100086	usfw land area
GEN_100087	state aquifers us
GEN_100088	small business statistics by state
GEN_100089	farmers share us land
GEN_100090	average power demand by us state
GEN_100091	us coastlines are a porous land area
GEN_100092	use of the word "checkbook"
GEN_100093	credit rating agencies
GEN_100094	us oceans by state
GEN_100095	us coastlines inundated by flora and fauna
GEN_100096	cross country trails us
GEN_100097	united states hunting season ends
GEN_100098	public hearings in us
GEN_100099	oceanography population
GEN_100100	number of people working in a factory
GEN_100101	number of people using cell phones
GEN_100102	children in us
GEN_100103	percentage of americans in agrarian countries
GEN_100104	number of us mountains
GEN_100105	percentage of americans in poverty
GEN_100106	trapping industry statistics
GEN_100107	us population 5.5 million
GEN_100108	common sockeye and tufted puffin
GEN_100109	tennis courts common area
GEN_100110	aerospace industry is growing by 2025
GEN_100111	number of homes per day
GEN_100112	notes handwritten by authors
GEN_100113	percentage of women in education
GEN_100114	monthly average temperature
GEN_100115	electrical wiring us
GEN_100116	average blood pressure
GEN_100117	deaths by reason of bait traps
GEN_100118	percentage us citizens in america
GEN_100119	people use computers more often
GEN_100120	us fisheries industry crow ow
GEN_100121	cold weather average
GEN_100122	us monthly income
GEN_100123	fish caught in us
GEN_100124	trucking industry share
GEN_100125	united states goose population
GEN_100126	turkeys sold in us
GEN_100127	us fresh water demand
GEN_100128	united states earthquakes and tsunamis 2001
GEN_100129	percentage americans in asian countries
GEN_100130	number of us military personnel
GEN_100131	2013 total number of people in a home
GEN_100132	inundation us
GEN_100133	average cost of building
GEN_100134	cost of ownership
GEN_100135	united states wild animals population
GEN_100136	commercial buildings us
GEN_100137	sea lions and dolphins
GEN_100138	list of u.s. cities
GEN_100139	poverty statistics by state
GEN_100140	livingston, genesee and pennsylvania population
GEN_100141	university admissions rate
GEN_100142	average brood size
GEN_100143	us daily population
GEN_100144	fire intensity by state
GEN_100145	department of education
GEN_100146	average cost of capital investment
GEN_100147	electric vehicles us
GEN_100148	oil demand by us state
GEN_100149	CWEM sampling rates
GEN_100150	number of people working in the private sector
GEN_100151	tallgrass prairies cultivated
GEN_100152	common name americans
GEN_100153	fisheries management system us
GEN_100154	oil production by us state
GEN_100155	average annual temperature
GEN_100156	percentage americans working in refuges
GEN_100157	number of farms us
GEN_100158	humanities department budgets
GEN_100159	medical expenses by state
GEN_100160	people are more likely to work in the military
GEN_100161	percentage of americans in the us forest
GEN_100162	construction and maintenance costs
GEN_100163	us battery industry
GEN_100164	fires in usa
GEN_100165	usa cruises fleets
GEN_100166	haying industry us
GEN_100167	industrial track results
GEN_100168	us national parks and recreation
GEN_100169	metals and polymers us
GEN_100170	percentage americans in retirement
GEN_100171	canes cultivated in us
GEN_100172	fish return rate
GEN_100173	fisheries management statistics
GEN_100174	fisheries industry use
GEN_100175	major rivers flooding us
GEN_100176	car sales volume us
GEN_100177	percentage of americans in ice cream
GEN_100178	population stability and growth
GEN_100179	public utilities use
GEN_100180	land area in the united states
GEN_100181	percentage japanese people in asian cities
GEN_100182	fishes caught by us state
GEN_100183	cruise liner traffic statistics
GEN_100184	agriculture industry share us
GEN_100185	total amount deposited
GEN_100186	history and current status of the united states wildlife system
GEN_100187	average time to complete a task
GEN_100188	list of all u.s. states
GEN_100189	state rivers and lakes wetlands
GEN_100190	average home price
GEN_100191	average number of records requested by us
GEN_100192	mortgage interest rate
GEN_100193	1993 waterbirds average number
GEN_100194	united states historical buildings development
GEN_100195	average daily income by us state
GEN_100196	americans make up 7% of the population
GEN_100197	average solar radiation amount
GEN_100198	faults in china rising
GEN_100199	united states game animals
GEN_100200	public relations department haying industry
GEN_100201	wartime averages
GEN_100202	townships by state
GEN_100203	percentage growth rate
GEN_100204	state population 20,000
GEN_100205	us rivers lakes wetlands number
GEN_100206	us mountain ranges ice age
GEN_100207	united states fisheries industry growth
GEN_100208	us salt levels
GEN_100209	monthly report by state
GEN_100210	fires natural disasters
GEN_100211	rice lake population 100 people
GEN_100212	trappers use radio collars to capture lynx
GEN_100213	emperor goose population in alabama
GEN_100214	metals and petroleum products us
GEN_100215	bison population us
GEN_100216	black people in the usa
GEN_100217	security measures americans
GEN_100218	cost of electricity production us
GEN_100219	large number of people in us
GEN_100220	filing cabinets contents us
GEN_100221	livestock numbers us
GEN_100222	number of us rivers
GEN_100223	us land mass by state
GEN_100224	human trafficking in us
GEN_100225	livestock income by state
GEN_100226	quality of life hospital patients
GEN_100227	percentage americans in ponds
GEN_100228	people under 20
GEN_100229	grazing industry in us
GEN_100230	united states dryland population
GEN_100231	cost of planting acorns
GEN_100232	us rivers flooding in april
GEN_100233	report summarizes 1973 statistics by state
GEN_100234	public access to a variety of resources
GEN_100235	united states grasslands region
GEN_100236	veterans gravesites buried
GEN_100237	number of alcohol-related deaths
GEN_100238	american oceans average depth of water
GEN_100239	transportation industry growth
GEN_100240	wheat yields by state
GEN_100241	births and deaths per second
GEN_100242	total number of americans in active duty
GEN_100243	organizations in the us
GEN_100244	average energy consumption
GEN_100245	oak trees common
GEN_100246	city limits and traffic violations
GEN_100247	us landfills capacity
GEN_100248	seabirds - a common problem
GEN_100249	trash cans us
GEN_100250	datasets us
GEN_100251	current and past water use
GEN_100252	us porous soils
GEN_100253	the united states
GEN_100254	average rainfall in april
GEN_100255	power lines use by us people
GEN_100256	multidisciplinary review of cat food production industry
GEN_100257	number of us emigrants
GEN_100258	average number of americans in the wwii
GEN_100259	leadville, colombia, united states
GEN_100260	number fishermen united states
GEN_100261	foreclosed homes us
GEN_100262	mines ores
GEN_100263	health status of mule deer
GEN_100264	number of people working in the forest industry
GEN_100265	us wells industry
GEN_100266	staffing and salaries
GEN_100267	department of state wildlife management
GEN_100268	grain size data
GEN_100269	average speed of cars
GEN_100270	woods ruins and other natural resources
GEN_100271	us weather patterns
GEN_100272	city parks and recreation
GEN_100273	port city london
GEN_100274	lake county, md
GEN_100275	list of endangered birds
GEN_100276	state forests cultivated
GEN_100277	list of rail companies by state
GEN_100278	us sediments level
GEN_100279	city streets by jurisdiction
GEN_100280	soil fertility rate
GEN_100281	parking lot popularity by state
GEN_100282	us ice cream consumption by country
GEN_100283	historic buildings occupied by a person
GEN_100284	most common agricultural products
GEN_100285	drinking water us
GEN_100286	number of trees us
GEN_100287	number of people working in marine science
GEN_100288	transportation industry share
GEN_100289	the state landfills capacity
GEN_100290	percentage of us citizens
GEN_100291	us air traffic accidents per year
GEN_100292	us trust territories
GEN_100293	transportation infrastructure development rate
GEN_100294	land use statistics by state
GEN_100295	state butterly karnassus
GEN_100296	motor vehicle use in us
GEN_100297	united states duck population
GEN_100298	production capacity by us state
GEN_100299	us natural resources development
GEN_100300	population statistics united states
GEN_100301	city population 20 million
GEN_100302	government services expenditures
GEN_100303	common bean production by state
GEN_100304	the number of ethics commissions us
GEN_100305	filling and development
GEN_100306	students enroll in college courses
GEN_100307	average life expectancy
GEN_100308	percentage americans traveling by train
GEN_100309	aerospace industry growing by 2025
GEN_100310	FERC projects in america
GEN_100311	seed harvest and analysis
GEN_100312	city councils united states
GEN_100313	us widgeon population
GEN_100314	pine trees native to us
GEN_100315	public utilities use us
GEN_100316	disease burden of americans
GEN_100317	number of people driving a car
GEN_100318	dam construction in us
GEN_100319	percentage of americans in retirement
GEN_100320	power consumption by us state
GEN_100321	average slope of mountains us
GEN_100322	number of hospitals in us
GEN_100323	percentage americans in seas
GEN_100324	food safety statistics us
GEN_100325	mining industry share
GEN_100326	number of people in a house
GEN_100327	metals and PAHs concentrations
GEN_100328	us daily precipitation
GEN_100329	rivers precipitation us
GEN_100330	us pelican population
GEN_100331	mourning doves migratory population
GEN_100332	lake boreal waters depths
GEN_100333	workers' compensation and unemployment
GEN_100334	pipelines us
GEN_100335	many companies us
GEN_100336	thirty year olds united states
GEN_100337	percentage of americans dairying
GEN_100338	crude oil consumption by us state
GEN_100339	airlines average number of employees
GEN_100340	teachers and students alike
GEN_100341	history of u.s. military
GEN_100342	precipitation rate united states
GEN_100343	bird species us
GEN_100344	apple price by state
GEN_100345	closed-end funds us
GEN_100346	police force in san francisco
GEN_100347	united states agriculture industry growth rate
GEN_100348	invasive species population us
GEN_100349	political parties share a common goal
GEN_100350	number of nuclear reactors us
GEN_100351	state fisheries management services
GEN_100352	DAGS supplied data for the month of december
GEN_100353	city government inspections
GEN_100354	us national average house price
GEN_100355	number of people visiting us
GEN_100356	number of americans in labor
GEN_100357	pool water level in us
GEN_100358	statistics and economics
GEN_100359	number of us states lakes
GEN_100360	statistics aviation industry share
GEN_100361	state average clover production
GEN_100362	bull trout population by state
GEN_100363	us government sector
GEN_100364	urban population 40 million
GEN_100365	middle america rivers flooding us
GEN_100366	number of oil workers us
GEN_100367	total precipitation
GEN_100368	the city parks department
GEN_100369	forest compositon and hunting
GEN_100370	cattle industry state
GEN_100371	lake water quality
GEN_100372	unemployment rate us
GEN_100373	tourism industry share us
GEN_100374	nickel, cobalt, lead, etc
GEN_100375	average number of americans in a house
GEN_100376	tsunamis in us
GEN_100377	discharges us
GEN_100378	hikes in america
GEN_100379	people move by state
GEN_100380	percentage of women in russia
GEN_100381	average speed of light ships
GEN_100382	average number of workers
GEN_100383	financial services industry
GEN_100384	people register for a job
GEN_100385	monthly report for a u.s. university campus
GEN_100386	marine science and technology
GEN_100387	energy use by us state
GEN_100388	united states land area by state
GEN_100389	percentage americans in car
GEN_100390	monthly average gravity field
GEN_100391	hurricane season starts in april
GEN_100392	monthly visitor numbers
GEN_100393	us dry season
GEN_100394	construction and development in utah
GEN_100395	state libraries uk
GEN_100396	us rivers flooding year
GEN_100397	average age of people in the us
GEN_100398	state fisheries management
GEN_100399	food and water use by state
GEN_100400	students increase their knowledge of the environment
GEN_100401	each year us wildlife population
GEN_100402	number of passengers per year
GEN_100403	city hall new york times
GEN_100404	amount of food consumed us
GEN_100405	debts outstanding
GEN_100406	hospital beds capacity us
GEN_100407	plesiosaurus humerus
GEN_100408	city council elections
GEN_100409	BIRD INDUSTRY MARKET
GEN_100410	average load by country
GEN_100411	number of homes sold in us
GEN_100412	us hay production
GEN_100413	DAGS supplied data for the month of august
GEN_100414	small town population
GEN_100415	us commercial real estate market share
GEN_100416	roads and railways us
GEN_100417	us post office population
GEN_100418	cropland management system us
GEN_100419	annual percentage of americans in a foreign country
GEN_100420	mayor's office expenses
GEN_100421	former state employee describes working for the government ranch
GEN_100422	united states wildcat population
GEN_100423	public utilities use rate
GEN_100424	average annual income by state
GEN_100425	camper's income by state
GEN_100426	recreation management costs
GEN_100427	crude oil imports by us state
GEN_100428	Agricultural production by state
GEN_100429	public education campaign
GEN_100430	typhoons by state
GEN_100431	number of us citizens in prison
GEN_100432	small elk population us
GEN_100433	city planning cases accounted for
GEN_100434	smoke and other toxic pollutants
GEN_100435	cultivation industry share us
GEN_100436	state officials are putting more people in shelters
GEN_100437	quantity of food us
GEN_100438	number of americans in a nest
GEN_100439	consumer spending by state
GEN_100440	historic buildings rated under article 11 of the planning code
GEN_100441	percentage of us oceans by state
GEN_100442	average salary by profession
GEN_100443	percentage of americans in canada
GEN_100444	lake level rise
GEN_100445	usfw visitor center apk
GEN_100446	people travel by car, train or bus
GEN_100447	us cities population
GEN_100448	us air quality by year
GEN_100449	payments made by individuals
GEN_100450	us summers are long and hot
GEN_100451	us fresh air demand
GEN_100452	american emperor goose population
GEN_100453	people with limited English proficiency
GEN_100454	common house price us
GEN_100455	ice age in america
GEN_100456	cadmium and lead concentrations
GEN_100457	cost of living for veterans
GEN_100458	state population is 200,000
GEN_100459	average yield by state
GEN_100460	river flows us
GEN_100461	school year average
GEN_100462	average precipitation 1955
GEN_100463	people live in luxury homes
GEN_100464	mining industry development rate
GEN_100465	certain information is not available in the public domain
GEN_100466	us farmland area
GEN_100467	inventory management us
GEN_100468	public access to fish resources us
GEN_100469	us saltcedars
GEN_100470	average ice age in the us
GEN_100471	average age of people in a house
GEN_100472	weather month of august
GEN_100473	food availability us
GEN_100474	average time to land
GEN_100475	parking lot cleveland md
GEN_100476	number of us fish cultivated
GEN_100477	us ponds wetlands
GEN_100478	average prairie population
GEN_100479	percentage americans working in oil fields
GEN_100480	percentage of americans in gdp
GEN_100481	number of schools in the us
GEN_100482	hospital admissions rate
GEN_100483	many americans
GEN_100484	dissolved oxygen content by us state
GEN_100485	rice fields cultivated in us
GEN_100486	average number of people working in a business
GEN_100487	united states rivers lakes wetlands number
GEN_100488	college graduates us
GEN_100489	agriculture sector share
GEN_100490	us rivers flooding america
GEN_100491	manhattan population density
GEN_100492	temperature rise
GEN_100493	manufacturing industry share us gdp
GEN_100494	many people commute by car
GEN_100495	amount of food us
GEN_100496	ducks and geese
GEN_100497	average height trees
GEN_100498	community development organizations
GEN_100499	percentage of americans in the army
GEN_100500	average age of fishes
GEN_100501	attendance rate of zoos
GEN_100502	average salary in us
GEN_100503	city government data traffic statistics
GEN_100504	state statistics average number of americans in office
GEN_100505	students increase their knowledge of english
GEN_100506	number of jobs us
GEN_100507	consumption statistics
GEN_100508	2009 civil lawsuits vs. 2010
GEN_100509	fish stocks by state
GEN_100510	us inland waters altitude
GEN_100511	industrial development us
GEN_100512	red wolf population us
GEN_100513	united states fisheries industry
GEN_100514	forest cover by ice
GEN_100515	fishes vs. humans
GEN_100516	milfoil population increase
GEN_100517	number of workers in us
GEN_100518	sedimentary deposits in uae
GEN_100519	us lakes region
GEN_100520	percentage of americans in mining industry
GEN_100521	us national average number of people
GEN_100522	list of streets in california
GEN_100523	number of people working in a restaurant
GEN_100524	list of us citizens
GEN_100525	rice production by us state
GEN_100526	us geological data trend
GEN_100527	historical cholera rate us
GEN_100528	prescribed fires us
GEN_100529	cattle industry by state
GEN_100530	scientific research is not allowed in the united states
GEN_100531	fires in alabama
GEN_100532	average number of people receiving medical care
GEN_100533	average number of americans in a home
GEN_100534	not available for all countries
GEN_100535	number of ships in the us
GEN_100536	average temperature in the us
GEN_100537	us invasive species
GEN_100538	percentage of americans in the financial services industry
GEN_100539	lake state waters area
GEN_100540	sea otter population in us
GEN_100541	common carp
GEN_100542	children are at higher risk of developing heart disease
GEN_100543	urban population by state
GEN_100544	AUSTRALIA LOANS
GEN_100545	number of people in a home
GEN_100546	dragonfly population
GEN_100547	document search results
GEN_100548	common cold winters
GEN_100549	buffalo, elk, mule deer, other animals, public relations
GEN_100550	americans living in america
GEN_100551	airline revenue by year
GEN_100552	percentage of us carbon dioxide
GEN_100553	percentage of americans in debt
GEN_100554	cost of grazing cattle
GEN_100555	average altitude by state
GEN_100556	hearings average number of people in the us
GEN_100557	rent increase in us
GEN_100558	list of street trees us
GEN_100559	average price of a car
GEN_100560	statistics flight frequency
GEN_100561	sumner harbor population
GEN_100562	rice flour production industry us
GEN_100563	industrial production by us state
GEN_100564	school district population
GEN_100565	AUSTRALIA BANK
GEN_100566	how many people work in a company
GEN_100567	us citizen scientists work in a variety of fields
GEN_100568	2012 Legislature bill passed by a vote of 97-0
GEN_100569	statistics public schools us
GEN_100570	Agricultural production statistics
GEN_100571	cows slaughtered in us
GEN_100572	scientific research is not required for the purpose of this study
GEN_100573	primary elections u.s
GEN_100574	car sales us
GEN_100575	common cause accidents
GEN_100576	us oceans land mass
GEN_100577	us small town population
GEN_100578	2010 total number of cars sold
GEN_100579	population density statistics
GEN_100580	historic buildings by state
GEN_100581	timeline of mission us
GEN_100582	thousands of people united states
GEN_100583	quantity of fishes us
GEN_100584	average amount of money available for programs
GEN_100585	elm, hickory, cottonwood, and willow trees
GEN_100586	number of people working in u.s
GEN_100587	lake level water quality
GEN_100588	fee collection system
GEN_100589	total number christmas trees us
GEN_100590	average high water level
GEN_100591	commercial electricity demand by us state
GEN_100592	crickets a common sight
GEN_100593	use of a car in the us
GEN_100594	percentage of americans breeding
GEN_100595	school holidays in america
GEN_100596	city planning cases number
GEN_100597	complaints database us
GEN_100598	us hay industry by state
GEN_100599	china's largest city
GEN_100600	average solar power by state
GEN_100601	common cause crashes
GEN_100602	agricultural productivity by state
GEN_100603	percentage americans in nursing homes
GEN_100604	government corruption rate
GEN_100605	artillery number us
GEN_100606	monthly activity number of americans in afghanistan
GEN_100607	how many people work in a restaurant
GEN_100608	water supply in u.s
GEN_100609	number of people working in the u.s
GEN_100610	list of public hospitals in united states
GEN_100611	state government revenues
GEN_100612	general statistics number of americans in prison
GEN_100613	electricity consumption by state
GEN_100614	us smog levels
GEN_100615	central location free public transportation
GEN_100616	mammals and plants
GEN_100617	number of us refuges
GEN_100618	average oil price
GEN_100619	doctors compensation average cost of care
GEN_100620	a number of us are migrant workers
GEN_100621	lake area area
GEN_100622	us flora and fauna
GEN_100623	photographs taken by photographer jim henry st
GEN_100624	most common females
GEN_100625	liver function changes
GEN_100626	lake state population vs. number
GEN_100627	fishing industry by state
GEN_100628	government aid programs
GEN_100629	truckee county population 2000
GEN_100630	high school seniors united states
GEN_100631	city of london has 2 sewage treatment facilities
GEN_100632	transportation infrastructure improvements us
GEN_100633	settlements and their impact on the environment
GEN_100634	united states ducks and other mammals
GEN_100635	us tall grasses
GEN_100636	average tensile strength
GEN_100637	city property damage by year
GEN_100638	number fishes us
GEN_100639	trapping eagles and peregrine falcons
GEN_100640	construction permit application form
GEN_100641	salmon eggs
GEN_100642	population density studies
GEN_100643	united states water resources
GEN_100644	number of cars per day
GEN_100645	south america population
GEN_100646	us migrant population
GEN_100647	us water supply by state
GEN_100648	number of us jobs
GEN_100649	cruise ship fleet size
GEN_100650	past due campaign contributions
GEN_100651	mingo state population
GEN_100652	us population by year
GEN_100653	children and teens united states
GEN_100654	united states schools population
GEN_100655	percentage americans in the marine industry
GEN_100656	population density cities
GEN_100657	street names in the us
GEN_100658	people with diabetes
GEN_100659	people spending money in the us
GEN_100660	metals most common cause of cancer
GEN_100661	number of trains per day
GEN_100662	us salt lake water level
GEN_100663	us riparian system
GEN_100664	list of long-term care hospitals
GEN_100665	cost of flying by train
GEN_100666	timeline of upcoming mission
GEN_100667	city employees pay salaries by year
GEN_100668	partial pressure of water by state
GEN_100669	average time to visit a museum
GEN_100670	people unemployment insurance rate
GEN_100671	us floods in 2007
GEN_100672	us wildebeest
GEN_100673	average weight of a fish
GEN_100674	agricultural industry in us
GEN_100675	people are unemployed us
GEN_100676	festivals in new york city
GEN_100677	forrest crowley to be deported
GEN_100678	history of the state
GEN_100679	public access to the internet
GEN_100680	average number of americans in the wild
GEN_100681	average cost of prescription drugs
GEN_100682	one hundred twenty americans released each year
GEN_100683	college students united states
GEN_100684	roads and bridges us
GEN_100685	state average precipitation
GEN_100686	us upland population
GEN_100687	number of cars per year
GEN_100688	monthly average number of americans by state
GEN_100689	hay production statistics
GEN_100690	americans in hospital
GEN_100691	average river flow
GEN_100692	number of people using google?
GEN_100693	statistics population us
GEN_100694	mammals and plants cultivated in us
GEN_100695	major uranium deposits
GEN_100696	statistics of food production us
GEN_100697	us alpine population
GEN_100698	number of people working in banking
GEN_100699	students enroll in college
GEN_100700	water use by country
GEN_100701	gender breakdowns
GEN_100702	fish and poultry industry us
GEN_100703	united states river basins
GEN_100704	people living in america
